school_code,school_name,school_name_frpm,city,latitude,longitude,is_charter,charter_school_yn,charter_raw,cds_code,school_id,nces_dist,nces_school,status_type,county,district,street,street_abr,zip,state,mail_street,mail_str_abr,mail_city,mail_zip,mail_state,phone,ext,fax_number,website,open_date,closed_date,charter_num,funding_type,doc,doc_type,soc,soc_type,ed_ops_code,ed_ops_name,eil_code,eil_name,gs_offered,gs_served,virtual,magnet,year_round_yn,federal_dfc_district_id,adm_f_name,adm_l_name,last_up_date,multilingual,academic_year,county_code,district_code,county_name,district_name,district_type,school_type,educational_option_type,charter_school_number,charter_funding_type,independently_reporting_charter_irc,low_grade,high_grade,enrollment_k12,free_meal_count_k12,percent_eligible_free_k12,frpm_count_k12,percent_eligible_frpm_k12,enrollment_ages_5_17,free_meal_count_ages_5_17,percent_eligible_free_ages_5_17,frpm_count_ages_5_17,percent_eligible_frpm_ages_5_17,calpads_fall1_certification_status
6111942,Silver Oak Elementary,Silver Oak Elementary,San Jose,37.284241,-121.77369,False,No ,N,43694356111942,6111942,613140,4054,Active,Santa Clara,Evergreen Elementary,5000 Farnsworth Drive,5000 Farnsworth Dr.,95138-2336,CA,5000 Farnsworth Drive,5000 Farnsworth Dr.,San Jose,95138-2336,CA,(408) 223-4515,No Data,(408) 223-4540,No Data,08/31/1994,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Celestina,Pakel,09/12/2025,N,2024-2025,43,69435,Santa Clara,Evergreen Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,469,39,8.3%,41,8.7%,444,36,8.1%,37,8.3%,Y
6115851,Tom Matsumoto Elementary,Tom Matsumoto Elementary,San Jose,37.312017,-121.76502,False,No ,N,43694356115851,6115851,613140,7788,Active,Santa Clara,Evergreen Elementary,4121 Mackin Woods Lane,4121 Mackin Woods Ln.,95135-1159,CA,4121 Mackin Woods Lane,4121 Mackin Woods Ln.,San Jose,95135-1159,CA,(408) 223-4873,No Data,(408) 223-4883,No Data,10/01/1998,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Gokcen,Ceran,08/27/2024,N,2024-2025,43,69435,Santa Clara,Evergreen Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,727,84,11.6%,97,13.3%,691,80,11.6%,93,13.5%,Y
6117956,James Franklin Smith Elementary,James Franklin Smith Elementary,San Jose,37.297368,-121.78799,False,No ,N,43694356117956,6117956,613140,8631,Active,Santa Clara,Evergreen Elementary,2220 Woodbury Lane,2220 Woodbury Ln.,95121-3233,CA,2220 Woodbury Lane,2220 Woodbury Ln.,San Jose,95121-3233,CA,(408) 532-2150,No Data,(408) 532-2165,No Data,08/01/2000,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Alexis,O'Flaherty,09/12/2025,N,2024-2025,43,69435,Santa Clara,Evergreen Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,595,52,8.7%,60,10.1%,576,51,8.9%,59,10.2%,Y
0127225,College Connection Academy,College Connection Academy,San Jose,37.320115,-121.84751,False,No ,N,43694500127225,0127225,614370,13199,Active,Santa Clara,Franklin-McKinley Elementary,1855 Lucretia Avenue,1855 Lucretia Ave.,95122-3730,CA,1855 Lucretia Avenue,1855 Lucretia Ave.,San Jose,95122,CA,(408) 347-4827,No Data,No Data,http://fmsd.org,07/01/2013,No Data,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,N,N,No Data,Juan,Alcantar,07/27/2023,N,2024-2025,43,69450,Santa Clara,Franklin-McKinley Elementary,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,,N,7,8,213,118,55.4%,139,65.3%,213,118,55.4%,139,65.3%,Y
6047195,Franklin Elementary,Franklin Elementary,San Jose,37.305453,-121.85107,False,No ,N,43694506047195,6047195,614370,1644,Active,Santa Clara,Franklin-McKinley Elementary,420 Tully Road,420 Tully Rd.,95111-1914,CA,420 Tully Road,420 Tully Rd.,San Jose,95111-1914,CA,(408) 283-6375,No Data,(408) 283-6060,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Kristen,Kovac,07/25/2023,N,2024-2025,43,69450,Santa Clara,Franklin-McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,525,381,72.6%,424,80.8%,503,367,73.0%,407,80.9%,Y
6047211,Captain Jason M. Dahl Elementary,Captain Jason M. Dahl Elementary,San Jose,37.288155,-121.84003,False,No ,N,43694506047211,6047211,614370,1646,Active,Santa Clara,Franklin-McKinley Elementary,3200 Water Street,3200 Water St.,95111-3236,CA,3200 Water Street,3200 Water St.,San Jose,95111-3236,CA,(408) 363-5650,No Data,(408) 363-5669,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Michelle,Quilantang,02/09/2023,N,2024-2025,43,69450,Santa Clara,Franklin-McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,396,290,73.2%,339,85.6%,379,279,73.6%,325,85.8%,Y
6047229,Bridges Academy,Bridges Academy,San Jose,37.325456,-121.84646,False,No ,N,43694506047229,6047229,614370,1643,Active,Santa Clara,Franklin-McKinley Elementary,1702 Mclaughlin Avenue,1702 Mclaughlin Ave.,95122-2936,CA,1702 Mclaughlin Avenue,1702 Mclaughlin Ave.,San Jose,95122-2936,CA,(408) 283-6400,No Data,(408) 283-6419,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,N,N,No Data,Maria,Trejo,07/08/2025,N,2024-2025,43,69450,Santa Clara,Franklin-McKinley Elementary,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,,N,7,8,274,223,81.4%,245,89.4%,274,223,81.4%,245,89.4%,Y
6047237,G. W. Hellyer Elementary,Los Arboles Literacy and Technology Academy,San Jose,37.284831,-121.82029,False,No ,N,43694506047237,6047237,614370,1648,Active,Santa Clara,Franklin-McKinley Elementary,725 Hellyer Ave,725 Hellyer Ave,95111-1523,CA,725 Hellyer Ave,725 Hellyer Ave,San Jose,95111-1523,CA,(408) 363-5750,No Data,(408) 363-5761,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-3,N,N,N,No Data,Jose,Jacinto,07/15/2025,N,2024-2025,43,69450,Santa Clara,Franklin-McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,3,185,128,69.2%,146,78.9%,185,128,69.2%,146,78.9%,Y
6047245,Jeanne R. Meadows Elementary,McKinley Elementary,San Jose,37.320969,-121.83953,False,No ,N,43694506047245,6047245,614370,1649,Active,Santa Clara,Franklin-McKinley Elementary,1250 Taper Lane,1250 Taper Ln.,95122-2950,CA,1250 Taper Lane,1250 Taper Ln.,San Jose,95122-2950,CA,(408) 283-6300,No Data,(408) 283-6061,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Magdalena,Moore,07/15/2025,N,2024-2025,43,69450,Santa Clara,Franklin-McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,206,154,74.8%,167,81.1%,206,154,74.8%,167,81.1%,Y
6047252,Santee Elementary,Santee Elementary,San Jose,37.328062,-121.84671,False,No ,N,43694506047252,6047252,614370,1650,Active,Santa Clara,Franklin-McKinley Elementary,1313 Audubon Drive,1313 Audubon Dr.,95122-3211,CA,1313 Audubon Drive,1313 Audubon Dr.,San Jose,95122-3211,CA,(408) 283-6450,No Data,(408) 283-6062,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Maria,Reyes,02/09/2023,N,2024-2025,43,69450,Santa Clara,Franklin-McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,318,262,82.4%,286,89.9%,298,246,82.6%,268,89.9%,Y
6047260,Lairon College Preparatory Academy,Lairon College Preparatory Academy,San Jose,37.28238,-121.82885,False,No ,N,43694506047260,6047260,614370,1651,Active,Santa Clara,Franklin-McKinley Elementary,3975 Mira Loma,3975 Mira Loma,95111-3520,CA,3975 Mira Loma,3975 Mira Loma,San Jose,95111-3520,CA,(408) 363-5775,No Data,(408) 363-5642,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,3-8,N,N,N,No Data,Joseph,Hanna,07/09/2025,N,2024-2025,43,69450,Santa Clara,Franklin-McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,4,8,253,179,70.8%,207,81.8%,253,179,70.8%,207,81.8%,Y
6047278,Sylvandale Middle,Sylvandale Middle,San Jose,37.287864,-121.82531,False,No ,N,43694506047278,6047278,614370,1653,Active,Santa Clara,Franklin-McKinley Elementary,653 Sylvandale Avenue,653 Sylvandale Ave.,95111-1414,CA,653 Sylvandale Avenue,653 Sylvandale Ave.,San Jose,95111-1414,CA,(408) 363-5700,No Data,(408) 363-5649,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,N,N,No Data,Juan Carlos,Alvarado,06/27/2024,N,2024-2025,43,69450,Santa Clara,Franklin-McKinley Elementary,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,,N,7,8,330,217,65.8%,246,74.5%,330,217,65.8%,246,74.5%,Y
6067201,Robert F. Kennedy Elementary,Robert F. Kennedy Elementary,San Jose,37.324997,-121.8524,False,No ,N,43694506067201,6067201,614370,1647,Active,Santa Clara,Franklin-McKinley Elementary,1602 Lucretia Avenue,1602 Lucretia Ave.,95122-3812,CA,1602 Lucretia Avenue,1602 Lucretia Ave.,San Jose,95122-3812,CA,(408) 283-6325,No Data,(408) 283-6337,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Mariana,Alvarez,02/09/2023,N,2024-2025,43,69450,Santa Clara,Franklin-McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,300,231,77.0%,271,90.3%,277,214,77.3%,250,90.3%,Y
6071542,Stonegate Elementary,Stonegate Elementary,San Jose,37.308515,-121.83635,False,No ,N,43694506071542,6071542,614370,1652,Active,Santa Clara,Franklin-McKinley Elementary,2605 Gassmann Drive,2605 Gassmann Dr.,95121-2812,CA,2605 Gassmann Drive,2605 Gassmann Dr.,San Jose,95121-2812,CA,(408) 363-5625,No Data,(408) 363-5631,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,Jahsve,Worthy,07/08/2025,N,2024-2025,43,69450,Santa Clara,Franklin-McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,8,500,324,64.8%,380,76.0%,485,318,65.6%,372,76.7%,Y
6105795,Windmill Springs Elementary,Windmill Springs Elementary,San Jose,37.306212,-121.82428,False,No ,N,43694506105795,6105795,614370,8840,Active,Santa Clara,Franklin-McKinley Elementary,2880 Aetna Way,2880 Aetna Way,95121-2301,CA,2880 Aetna Way,2880 Aetna Way,San Jose,95121-2301,CA,(408) 363-5600,No Data,(408) 363-5606,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,Jose,Sanchez,07/08/2025,Y,2024-2025,43,69450,Santa Clara,Franklin-McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,8,598,382,63.9%,447,74.7%,581,375,64.5%,439,75.6%,Y
6115943,"Shirakawa (George, Sr.) Elementary","Shirakawa (George, Sr.) Elementary",San Jose,37.316085,-121.84974,False,No ,N,43694506115943,6115943,614370,8352,Active,Santa Clara,Franklin-McKinley Elementary,665 Wool Creek Drive,665 Wool Creek Dr.,95112-2617,CA,665 Wool Creek Drive,665 Wool Creek Dr.,San Jose,95112-2617,CA,(408) 283-6086,No Data,(408) 938-3260,No Data,07/01/1999,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-8,N,N,N,No Data,Rochelle,Espitia,07/09/2025,N,2024-2025,43,69450,Santa Clara,Franklin-McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,8,508,387,76.2%,420,82.7%,508,387,76.2%,420,82.7%,Y
4331799,Cupertino High,Cupertino High,Cupertino,37.319663,-122.01041,False,No ,N,43694684331799,4331799,614430,1695,Active,Santa Clara,Fremont Union High,10100 Finch Avenue,10100 Finch Ave.,95014-3411,CA,10100 Finch Avenue,10100 Finch Ave.,Cupertino,95014-3411,CA,(408) 366-7300,No Data,(408) 255-8466,www.chs.fuhsd.org,07/01/1980,No Data,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,Bill,Schloss,07/01/2024,N,2024-2025,43,69468,Santa Clara,Fremont Union High,High School District,High Schools (Public),Traditional,,,N,9,12,1800,181,10.1%,184,10.2%,1750,173,9.9%,176,10.1%,Y
4332474,Fremont High,Fremont High,Sunnyvale,37.352616,-122.035,False,No ,N,43694684332474,4332474,614430,1696,Active,Santa Clara,Fremont Union High,575 West Fremont Avenue,575 West Fremont Ave.,94087-2556,CA,575 West Fremont Avenue,575 West Fremont Ave.,Sunnyvale,94087-2556,CA,(408) 522-2400,No Data,(408) 522-2468,No Data,07/01/1980,No Data,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,Bryan,Emmert,02/09/2023,N,2024-2025,43,69468,Santa Clara,Fremont Union High,High School District,High Schools (Public),Traditional,,,N,9,12,2060,485,23.5%,489,23.7%,1987,456,22.9%,459,23.1%,Y
4333316,Homestead High,Homestead High,Cupertino,37.3366,-122.04887,False,No ,N,43694684333316,4333316,614430,1697,Active,Santa Clara,Fremont Union High,21370 Homestead Road,21370 Homestead Rd.,95014-0203,CA,21370 Homestead Road,21370 Homestead Rd.,Cupertino,95014-0203,CA,(408) 522-2500,No Data,(408) 738-8631,No Data,07/01/1980,No Data,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,Denae,Nurnberg,07/01/2024,N,2024-2025,43,69468,Santa Clara,Fremont Union High,High School District,High Schools (Public),Traditional,,,N,9,12,2224,330,14.8%,354,15.9%,2167,308,14.2%,332,15.3%,Y
4334421,Lynbrook High,Lynbrook High,San Jose,37.300713,-122.00647,False,No ,N,43694684334421,4334421,614430,1698,Active,Santa Clara,Fremont Union High,1280 Johnson Avenue,1280 Johnson Ave.,95129-4172,CA,1280 Johnson Avenue,1280 Johnson Ave.,San Jose,95129-4172,CA,(408) 366-7700,No Data,(408) 257-0551,No Data,07/01/1980,No Data,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,Janice,Chen,08/07/2025,N,2024-2025,43,69468,Santa Clara,Fremont Union High,High School District,High Schools (Public),Traditional,,,N,9,12,1702,109,6.4%,111,6.5%,1675,106,6.3%,107,6.4%,Y
4334462,Monta Vista High,Monta Vista High,Cupertino,37.315469,-122.05719,False,No ,N,43694684334462,4334462,614430,1699,Active,Santa Clara,Fremont Union High,21840 McClellan Road,21840 McClellan Rd.,95014-4055,CA,21840 McClellan Road,21840 McClellan Rd.,Cupertino,95014-4055,CA,(408) 366-7600,No Data,(408) 252-1519,No Data,07/01/1980,No Data,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,Ben,Clausnitzer,02/09/2023,N,2024-2025,43,69468,Santa Clara,Fremont Union High,High School District,High Schools (Public),Traditional,,,N,9,12,1630,96,5.9%,97,6.0%,1595,92,5.8%,93,5.8%,Y
0100990,Solorsano Middle,Solorsano Middle,Gilroy,37.000729,-121.59304,False,No ,N,43694840100990,0100990,615180,11203,Active,Santa Clara,Gilroy Unified,7121 Grenache Way,7121 Grenache Way,95020-2500,CA,7121 Grenache Way,7121 Grenache Way,Gilroy,95020-2500,CA,(669) 205-5000,No Data,(408) 848-4154,http://asms.gilroyunified.org/,08/25/2003,No Data,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,Hilda,Aguirre,02/09/2023,N,2024-2025,43,69484,Santa Clara,Gilroy Unified,Unified School District,Intermediate/Middle Schools (Public),Traditional,,,N,6,8,749,331,44.2%,366,48.9%,749,331,44.2%,366,48.9%,Y
0114496,Dr. TJ Owens Gilroy Early College Academy,Dr. TJ Owens Gilroy Early College Academy,Gilroy,36.968352,-121.56335,False,No ,N,43694840114496,0114496,615180,12174,Active,Santa Clara,Gilroy Unified,"5055 Santa Teresa Boulevard, PB17","5055 Santa Teresa Blvd., PB17",95020,CA,"5055 Santa Teresa Boulevard, PB17","5055 Santa Teresa Blvd., PB17",Gilroy,95020,CA,(408) 846-4909,No Data,(408) 848-4730,http://geca.gilroyunified.org/,08/23/2007,No Data,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,Ana,Benich,11/02/2023,N,2024-2025,43,69484,Santa Clara,Gilroy Unified,Unified School District,High Schools (Public),Traditional,,,N,9,12,304,90,29.6%,121,39.8%,302,89,29.5%,120,39.7%,Y
0118380,Christopher High,Christopher High,Gilroy,37.038444,-121.60013,False,No ,N,43694840118380,0118380,615180,12264,Active,Santa Clara,Gilroy Unified,850 Day Road,850 Day Rd.,95020-9324,CA,850 Day Road,850 Day Rd.,Gilroy,95020-9324,CA,(669) 205-5300,No Data,(408) 846-7529,https://chs.gilroyunified.org/,08/20/2009,No Data,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,Jeremy,Dirks,08/13/2020,Y,2024-2025,43,69484,Santa Clara,Gilroy Unified,Unified School District,High Schools (Public),Traditional,,,N,9,12,1630,562,34.5%,619,38.0%,1611,556,34.5%,613,38.1%,Y
4332839,Gilroy High,Gilroy High,Gilroy,36.997203,-121.57599,False,No ,N,43694844332839,4332839,615180,1911,Active,Santa Clara,Gilroy Unified,750 West Tenth Street,750 West Tenth St.,95020-6333,CA,750 West Tenth Street,750 West Tenth St.,Gilroy,95020-6333,CA,(669) 205-5400,No Data,(408) 847-3505,http://gilroyhs.gilroyunified.org/,07/01/1980,No Data,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,Julie,Berggren,09/13/2024,Y,2024-2025,43,69484,Santa Clara,Gilroy Unified,Unified School District,High Schools (Public),Traditional,,,N,9,12,1618,755,46.7%,828,51.2%,1553,728,46.9%,798,51.4%,Y
6047286,Luigi Aprea Elementary,Luigi Aprea Elementary,Gilroy,37.025388,-121.60346,False,No ,N,43694846047286,6047286,615180,1908,Active,Santa Clara,Gilroy Unified,9225 Calle del Rey,9225 Calle del Rey,95020-5043,CA,9225 Calle del Rey,9225 Calle del Rey,Gilroy,95020-5043,CA,(669) 205-4600,No Data,(408) 846-7541,http://luigi-gusd-ca.schoolloop.com/,01/02/1996,No Data,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,LIsa,Aguerria,09/13/2024,N,2024-2025,43,69484,Santa Clara,Gilroy Unified,Unified School District,Elementary Schools (Public),Traditional,,,N,K,5,722,235,32.5%,260,36.0%,664,215,32.4%,239,36.0%,Y
6047294,El Roble Elementary,El Roble Elementary,Gilroy,37.008076,-121.58551,False,No ,N,43694846047294,6047294,615180,1909,Active,Santa Clara,Gilroy Unified,930 Third Street,930 Third St.,95020-4915,CA,930 Third Street,930 Third St.,Gilroy,95020-4915,CA,(669) 205-4200,No Data,(408) 842-3874,http://elroble.gilroyunified.org/,07/01/1980,No Data,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Camille,Epps,02/09/2023,N,2024-2025,43,69484,Santa Clara,Gilroy Unified,Unified School District,Elementary Schools (Public),Traditional,,,N,K,5,551,288,52.3%,317,57.5%,496,271,54.6%,299,60.3%,Y
6047302,Eliot Elementary,Eliot Elementary,Gilroy,37.005988,-121.5617,False,No ,N,43694846047302,6047302,615180,1910,Active,Santa Clara,Gilroy Unified,475 Old Gilroy Street,475 Old Gilroy St.,95020-6214,CA,475 Old Gilroy Street,475 Old Gilroy St.,Gilroy,95020-6214,CA,(669) 205-4300,No Data,(408) 846-8966,http://eliot.gilroyunified.org/,07/01/1980,No Data,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Maricela,Rivera,02/09/2023,N,2024-2025,43,69484,Santa Clara,Gilroy Unified,Unified School District,Elementary Schools (Public),Traditional,,,N,K,5,481,353,73.4%,375,78.0%,428,323,75.5%,344,80.4%,Y
6047310,Glen View Elementary,Glen View Elementary,Gilroy,37.001141,-121.57424,False,No ,N,43694846047310,6047310,615180,1912,Active,Santa Clara,Gilroy Unified,600 Eighth Street,600 Eighth St.,95020,CA,600 Eighth Street,600 Eighth St.,Gilroy,95020,CA,(669) 205-4400,No Data,(408) 842-1237,http://glenview.gilroyunified.org/,07/01/1980,No Data,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Christine,Vasquez,02/09/2023,N,2024-2025,43,69484,Santa Clara,Gilroy Unified,Unified School District,Elementary Schools (Public),Traditional,,,N,K,5,508,358,70.5%,376,74.0%,470,343,73.0%,360,76.6%,Y
6047328,Las Animas Elementary,Las Animas Elementary,Gilroy,36.98984,-121.58155,False,No ,N,43694846047328,6047328,615180,1914,Active,Santa Clara,Gilroy Unified,6550 Cimino Street,6550 Cimino St.,95020-3453,CA,6550 Cimino Street,6550 Cimino St.,Gilroy,95020-3453,CA,(669) 205-4500,No Data,(408) 842-3374,http://lasanimas.gilroyunified.org/,07/01/1980,No Data,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Shannon,Rafat,09/13/2024,Y,2024-2025,43,69484,Santa Clara,Gilroy Unified,Unified School District,Elementary Schools (Public),Traditional,,,N,K,5,800,275,34.4%,330,41.3%,800,275,34.4%,330,41.3%,Y
6047336,Rucker Elementary,Rucker Elementary,Gilroy,37.054209,-121.58602,False,No ,N,43694846047336,6047336,615180,1916,Active,Santa Clara,Gilroy Unified,325 Santa Clara Avenue,325 Santa Clara Ave.,95020-9286,CA,325 Santa Clara Avenue,325 Santa Clara Ave.,Gilroy,95020-9286,CA,(669) 205-4800,No Data,(408) 842-3563,https://rucker.gilroyunified.org/,07/01/1980,No Data,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Tami,Espinosa,11/02/2023,N,2024-2025,43,69484,Santa Clara,Gilroy Unified,Unified School District,Elementary Schools (Public),Traditional,,,N,K,5,510,294,57.6%,327,64.1%,510,294,57.6%,327,64.1%,Y
6098214,South Valley Middle,South Valley Middle,Gilroy,37.016304,-121.56703,False,No ,N,43694846098214,6098214,615180,1918,Active,Santa Clara,Gilroy Unified,7881 Murray Avenue,7881 Murray Ave.,95020-5205,CA,7881 Murray Avenue,7881 Murray Ave.,Gilroy,95020-5205,CA,(669) 205-5200,No Data,(408) 847-5708,https://svms.gilroyunified.org/,08/01/1995,No Data,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,Maritza,Salcido,08/07/2025,Y,2024-2025,43,69484,Santa Clara,Gilroy Unified,Unified School District,Intermediate/Middle Schools (Public),Traditional,,,N,6,8,784,386,49.2%,436,55.6%,784,386,49.2%,436,55.6%,Y
6106991,Rod Kelley Elementary,Rod Kelley Elementary,Gilroy,37.021191,-121.59161,False,No ,N,43694846106991,6106991,615180,9140,Active,Santa Clara,Gilroy Unified,8755 Kern Avenue,8755 Kern Ave.,95020-4034,CA,8755 Kern Avenue,8755 Kern Ave.,Gilroy,95020-4034,CA,(669) 205-4700,No Data,No Data,http://rodkelley.gilroyunified.org/,07/01/1980,No Data,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Catherine,Moss,08/05/2025,Y,2024-2025,43,69484,Santa Clara,Gilroy Unified,Unified School District,Elementary Schools (Public),Traditional,,,N,K,5,697,323,46.3%,377,54.1%,697,323,46.3%,377,54.1%,Y
6111785,Brownell Middle,Brownell Middle,Gilroy,37.01106,-121.57878,False,No ,N,43694846111785,6111785,615180,4070,Active,Santa Clara,Gilroy Unified,7800 Carmel Street,7800 Carmel St.,95020-5043,CA,7800 Carmel Street,7800 Carmel St.,Gilroy,95020-5043,CA,(669) 205-5100,No Data,(408) 846-7521,http://brownell.gilroyunified.org/,08/28/1996,No Data,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,Deedy,Camarena,09/13/2024,N,2024-2025,43,69484,Santa Clara,Gilroy Unified,Unified School District,Intermediate/Middle Schools (Public),Traditional,,,N,6,8,672,316,47.0%,378,56.3%,672,316,47.0%,378,56.3%,Y
6047351,Lakeside Elementary,Lakeside Elementary,Los Gatos,37.193221,-122.01823,False,No ,N,43694926047351,6047351,620700,2488,Active,Santa Clara,Lakeside Joint,19621 Black Road,19621 Black Rd.,95033-9587,CA,19621 Black Road,19621 Black Rd.,Los Gatos,95033-9587,CA,(408) 354-2372,No Data,No Data,No Data,09/01/1881,No Data,No Data,No Data,52,Elementary School District,61,Elemen Schools In 1 School Dist. (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Steve,Burrell,07/23/2025,N,2024-2025,43,69492,Santa Clara,Lakeside Joint,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,,N,K,5,64,7,10.9%,7,10.9%,59,7,11.9%,7,11.9%,Y
