school_code,school_name,school_name_frpm,city,latitude,longitude,is_charter,charter_school_yn,charter_raw,cds_code,school_id,nces_dist,nces_school,status_type,county,district,street,street_abr,zip,state,mail_street,mail_str_abr,mail_city,mail_zip,mail_state,phone,ext,fax_number,website,open_date,closed_date,charter_num,funding_type,doc,doc_type,soc,soc_type,ed_ops_code,ed_ops_name,eil_code,eil_name,gs_offered,gs_served,virtual,magnet,year_round_yn,federal_dfc_district_id,adm_f_name,adm_l_name,last_up_date,multilingual,academic_year,county_code,district_code,county_name,district_name,district_type,school_type,educational_option_type,charter_school_number,charter_funding_type,independently_reporting_charter_irc,low_grade,high_grade,enrollment_k12,free_meal_count_k12,percent_eligible_free_k12,frpm_count_k12,percent_eligible_frpm_k12,enrollment_ages_5_17,free_meal_count_ages_5_17,percent_eligible_free_ages_5_17,frpm_count_ages_5_17,percent_eligible_frpm_ages_5_17,calpads_fall1_certification_status
4332995,Andrew P. Hill High,Andrew P. Hill High,San Jose,37.291923,-121.83173,False,No ,N,43694274332995,4332995,611820,1301,Active,Santa Clara,East Side Union High,3200 Senter Road,3200 Senter Rd.,95111-1332,CA,3200 Senter Road,3200 Senter Rd.,San Jose,95111-1332,CA,(408) 347-4100,No Data,(408) 347-4115,http://andrewphill.esuhsd.org/,07/01/1956,No Data,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,N,No Data,Jose,Hernandez,02/09/2023,N,2024-2025,43,69427,Santa Clara,East Side Union High,High School District,High Schools (Public),Traditional,,,N,9,12,1564,965,61.7%,1057,67.6%,1517,934,61.6%,1023,67.4%,Y
4333639,James Lick High,James Lick High,San Jose,37.368046,-121.83009,False,No ,N,43694274333639,4333639,611820,1303,Active,Santa Clara,East Side Union High,57 North White Road,57 North White Rd.,95127-1933,CA,57 North White Road,57 North White Rd.,San Jose,95127-1933,CA,(408) 347-4400,No Data,(408) 347-4415,http://jameslick.esuhsd.org/,07/01/1950,No Data,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,N,No Data,Gubuan,Honey,02/09/2023,N,2024-2025,43,69427,Santa Clara,East Side Union High,High School District,High Schools (Public),Traditional,,,N,9,12,862,494,57.3%,567,65.8%,844,483,57.2%,556,65.9%,Y
4334900,Mt. Pleasant High,Mt. Pleasant High,San Jose,37.345646,-121.80948,False,No ,N,43694274334900,4334900,611820,1304,Active,Santa Clara,East Side Union High,1750 South White Road,1750 South White Rd.,95127-4760,CA,1750 South White Road,1750 South White Rd.,San Jose,95127-4760,CA,(408) 937-2800,No Data,(408) 937-2815,http://mtpleasant.esuhsd.org/,07/01/1965,No Data,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,N,No Data,Adriana,Rangel,02/09/2023,N,2024-2025,43,69427,Santa Clara,East Side Union High,High School District,High Schools (Public),Traditional,,,N,9,12,998,566,56.7%,624,62.5%,979,553,56.5%,611,62.4%,Y
4335204,Oak Grove High,Oak Grove High,San Jose,37.251575,-121.81892,False,No ,N,43694274335204,4335204,611820,1305,Active,Santa Clara,East Side Union High,285 Blossom Hill Road,285 Blossom Hill Rd.,95123-2048,CA,285 Blossom Hill Road,285 Blossom Hill Rd.,San Jose,95123-2048,CA,(408) 347-6500,No Data,(408) 347-6505,http://oakgrove.esuhsd.org/,07/01/1967,No Data,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,N,No Data,Martha,Brazil,02/09/2023,N,2024-2025,43,69427,Santa Clara,East Side Union High,High School District,High Schools (Public),Traditional,,,N,9,12,1374,736,53.6%,772,56.2%,1348,723,53.6%,758,56.2%,Y
4335428,William C. Overfelt High,William C. Overfelt High,San Jose,37.330593,-121.82838,False,No ,N,43694274335428,4335428,611820,1306,Active,Santa Clara,East Side Union High,1835 Cunningham Avenue,1835 Cunningham Ave.,95122-1712,CA,1835 Cunningham Avenue,1835 Cunningham Ave.,San Jose,95122-1712,CA,(408) 347-5900,No Data,(408) 347-5915,http://williamcoverfelt.esuhsd.org/,07/01/1962,No Data,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,N,No Data,Vito,Chiala,02/09/2023,N,2024-2025,43,69427,Santa Clara,East Side Union High,High School District,High Schools (Public),Traditional,,,N,9,12,1363,799,58.6%,854,62.7%,1328,778,58.6%,833,62.7%,Y
4335907,Piedmont Hills High,Piedmont Hills High,San Jose,37.403788,-121.84899,False,No ,N,43694274335907,4335907,611820,1307,Active,Santa Clara,East Side Union High,1377 Piedmont Road,1377 Piedmont Rd.,95132-2497,CA,1377 Piedmont Road,1377 Piedmont Rd.,San Jose,95132-2497,CA,(408) 347-3800,No Data,(408) 347-3805,http://piedmonthills.esuhsd.org/,07/01/1965,No Data,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,N,No Data,Nancy,Pereira,08/22/2024,N,2024-2025,43,69427,Santa Clara,East Side Union High,High School District,High Schools (Public),Traditional,,,N,9,12,1918,534,27.8%,578,30.1%,1885,519,27.5%,563,29.9%,Y
4337903,Silver Creek High,Silver Creek High,San Jose,37.304331,-121.80831,False,No ,N,43694274337903,4337903,611820,1309,Active,Santa Clara,East Side Union High,3434 Silver Creek Road,3434 Silver Creek Rd.,95121-1845,CA,3434 Silver Creek Road,3434 Silver Creek Rd.,San Jose,95121-1845,CA,(408) 347-5600,No Data,(408) 347-5615,http://silvercreek.esuhsd.org/,07/01/1969,No Data,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,N,No Data,Kelly,Daugherty,02/09/2023,N,2024-2025,43,69427,Santa Clara,East Side Union High,High School District,High Schools (Public),Traditional,,,N,9,12,2139,823,38.5%,954,44.6%,2121,811,38.2%,942,44.4%,Y
0102616,Carolyn A. Clark Elementary,Carolyn A. Clark Elementary,San Jose,37.321714,-121.76937,False,No ,N,43694350102616,0102616,613140,11451,Active,Santa Clara,Evergreen Elementary,3701 Rue Mirassou Drive,3701 Rue Mirassou Dr.,95148-4382,CA,3701 Rue Mirassou Drive,3701 Rue Mirassou Dr.,San Jose,95148-4382,CA,(408) 223-4560,No Data,(408) 223-4567,www.eesd.org,08/18/2004,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Loan,Dinh,08/08/2024,N,2024-2025,43,69435,Santa Clara,Evergreen Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,497,78,15.7%,91,18.3%,477,76,15.9%,89,18.7%,Y
6047120,Cadwallader Elementary,Cadwallader Elementary,San Jose,37.306698,-121.78763,False,No ,N,43694356047120,6047120,613140,1490,Active,Santa Clara,Evergreen Elementary,3799 Cadwallader Avenue,3799 Cadwallader Ave.,95121-1114,CA,3799 Cadwallader Avenue,3799 Cadwallader Ave.,San Jose,95121-1114,CA,(408) 270-4950,No Data,(408) 223-4839,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Jennifer,Diehl,08/08/2024,N,2024-2025,43,69435,Santa Clara,Evergreen Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,374,126,33.7%,162,43.3%,348,117,33.6%,148,42.5%,Y
6047138,Evergreen Elementary,Evergreen Elementary,San Jose,37.310525,-121.77793,False,No ,N,43694356047138,6047138,613140,1492,Active,Santa Clara,Evergreen Elementary,3010 Fowler Road,3010 Fowler Rd.,95135-1017,CA,3010 Fowler Road,3010 Fowler Rd.,San Jose,95135-1017,CA,(408) 270-4966,No Data,(408) 270-4968,No Data,07/01/1955,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Diana,Nakano,08/08/2024,N,2024-2025,43,69435,Santa Clara,Evergreen Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,528,70,13.3%,81,15.3%,511,69,13.5%,80,15.7%,Y
6047146,Holly Oak Elementary,Holly Oak Elementary,San Jose,37.31875,-121.79765,False,No ,N,43694356047146,6047146,613140,1494,Active,Santa Clara,Evergreen Elementary,2995 Rossmore Way,2995 Rossmore Way,95148-3527,CA,2995 Rossmore Way,2995 Rossmore Way,San Jose,95148-3527,CA,(408) 270-4975,No Data,(408) 223-4513,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Armando,Lara,05/23/2025,Y,2024-2025,43,69435,Santa Clara,Evergreen Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,445,207,46.5%,239,53.7%,445,207,46.5%,239,53.7%,Y
6047153,Katherine R. Smith Elementary,Katherine R. Smith Elementary,San Jose,37.326253,-121.82206,False,No ,N,43694356047153,6047153,613140,1496,Active,Santa Clara,Evergreen Elementary,2025 Clarice Drive,2025 Clarice Dr.,95122-1204,CA,2025 Clarice Drive,2025 Clarice Dr.,San Jose,95122-1204,CA,(408) 270-6751,No Data,(408) 270-6877,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Doris,Malmin,09/12/2025,N,2024-2025,43,69435,Santa Clara,Evergreen Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,373,242,64.9%,275,73.7%,341,224,65.7%,252,73.9%,Y
6047161,O. B. Whaley Elementary,O. B. Whaley Elementary,San Jose,37.31619,-121.82424,False,No ,N,43694356047161,6047161,613140,1498,Active,Santa Clara,Evergreen Elementary,2655 Alvin Avenue,2655 Alvin Ave.,95121-1609,CA,2655 Alvin Avenue,2655 Alvin Ave.,San Jose,95121-1609,CA,(408) 270-6759,No Data,(408) 223-4537,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Gina,Ornellas,05/30/2024,N,2024-2025,43,69435,Santa Clara,Evergreen Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,268,163,60.8%,182,67.9%,253,156,61.7%,173,68.4%,Y
6047179,Quimby Oak Middle,Quimby Oak Middle,San Jose,37.324774,-121.78708,False,No ,N,43694356047179,6047179,613140,1499,Active,Santa Clara,Evergreen Elementary,3190 Quimby Road,3190 Quimby Rd.,95148-3022,CA,3190 Quimby Road,3190 Quimby Rd.,San Jose,95148-3022,CA,(408) 270-6735,No Data,(408) 223-4533,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,N,N,No Data,Virginia,Gaeta,02/09/2023,N,2024-2025,43,69435,Santa Clara,Evergreen Elementary,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,,N,7,8,857,221,25.8%,261,30.5%,857,221,25.8%,261,30.5%,Y
6067193,Cedar Grove Elementary,Cedar Grove Elementary,San Jose,37.331164,-121.79361,False,No ,N,43694356067193,6067193,613140,1491,Active,Santa Clara,Evergreen Elementary,2702 Sugar Plum Drive,2702 Sugar Plum Dr.,95148-2042,CA,2702 Sugar Plum Drive,2702 Sugar Plum Dr.,San Jose,95148-2042,CA,(408) 270-4958,No Data,(408) 223-4852,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Lea,Peery,02/09/2023,N,2024-2025,43,69435,Santa Clara,Evergreen Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,493,201,40.8%,238,48.3%,458,193,42.1%,228,49.8%,Y
6085690,George V. LeyVa Intermediate,George V. LeyVa Intermediate,San Jose,37.314281,-121.81263,False,No ,N,43694356085690,6085690,613140,1493,Active,Santa Clara,Evergreen Elementary,1865 Monrovia Drive,1865 Monrovia Dr.,95122-1505,CA,1865 Monrovia Drive,1865 Monrovia Dr.,San Jose,95122-1505,CA,(408) 270-4993,No Data,(408) 270-5462,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,N,N,No Data,Jim,Grassi,08/08/2024,N,2024-2025,43,69435,Santa Clara,Evergreen Elementary,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,,N,7,8,486,269,55.3%,300,61.7%,486,269,55.3%,300,61.7%,Y
6095988,John J. Montgomery Elementary,John J. Montgomery Elementary,San Jose,37.307734,-121.80108,False,No ,N,43694356095988,6095988,613140,1495,Active,Santa Clara,Evergreen Elementary,2010 Daniel Maloney Drive,2010 Daniel Maloney Dr.,95121-1328,CA,2010 Daniel Maloney Drive,2010 Daniel Maloney Dr.,San Jose,95121-1328,CA,(408) 270-6718,No Data,(408) 223-4848,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Jaime,Hammond,02/09/2023,N,2024-2025,43,69435,Santa Clara,Evergreen Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,504,256,50.8%,297,58.9%,469,250,53.3%,289,61.6%,Y
6102081,Norwood Creek Elementary,Norwood Creek Elementary,San Jose,37.328173,-121.78862,False,No ,N,43694356102081,6102081,613140,7708,Active,Santa Clara,Evergreen Elementary,3241 Remington Way,3241 Remington Way,95148-2757,CA,3241 Remington Way,3241 Remington Way,San Jose,95148-2757,CA,(408) 270-6727,No Data,(408) 223-9266,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Tonya,Bailey,02/09/2023,N,2024-2025,43,69435,Santa Clara,Evergreen Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,530,121,22.8%,143,27.0%,496,117,23.6%,138,27.8%,Y
6105787,Millbrook Elementary,Millbrook Elementary,San Jose,37.319487,-121.78805,False,No ,N,43694356105787,6105787,613140,8836,Active,Santa Clara,Evergreen Elementary,3200 Millbrook Drive,3200 Millbrook Dr.,95148-3681,CA,3200 Millbrook Drive,3200 Millbrook Dr.,San Jose,95148-3681,CA,(408) 270-6767,No Data,(408) 223-4887,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Steve,Sweeney,05/30/2024,N,2024-2025,43,69435,Santa Clara,Evergreen Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,503,133,26.4%,155,30.8%,485,130,26.8%,152,31.3%,Y
6110159,Chaboya Middle,Chaboya Middle,San Jose,37.312333,-121.768,False,No ,N,43694356110159,6110159,613140,10321,Active,Santa Clara,Evergreen Elementary,3276 Cortona Drive,3276 Cortona Dr.,95135-1180,CA,3276 Cortona Drive,3276 Cortona Dr.,San Jose,95135-1180,CA,(408) 270-6900,No Data,(408) 270-6916,No Data,09/01/1991,No Data,No Data,No Data,52,Elementary School District,64,Junior High Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,N,N,No Data,Michal,Nozik,08/08/2024,N,2024-2025,43,69435,Santa Clara,Evergreen Elementary,Elementary School District,Junior High Schools (Public),Traditional,,,N,7,8,815,122,15.0%,134,16.4%,815,122,15.0%,134,16.4%,Y
6111942,Silver Oak Elementary,Silver Oak Elementary,San Jose,37.284241,-121.77369,False,No ,N,43694356111942,6111942,613140,4054,Active,Santa Clara,Evergreen Elementary,5000 Farnsworth Drive,5000 Farnsworth Dr.,95138-2336,CA,5000 Farnsworth Drive,5000 Farnsworth Dr.,San Jose,95138-2336,CA,(408) 223-4515,No Data,(408) 223-4540,No Data,08/31/1994,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Celestina,Pakel,09/12/2025,N,2024-2025,43,69435,Santa Clara,Evergreen Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,469,39,8.3%,41,8.7%,444,36,8.1%,37,8.3%,Y
6115851,Tom Matsumoto Elementary,Tom Matsumoto Elementary,San Jose,37.312017,-121.76502,False,No ,N,43694356115851,6115851,613140,7788,Active,Santa Clara,Evergreen Elementary,4121 Mackin Woods Lane,4121 Mackin Woods Ln.,95135-1159,CA,4121 Mackin Woods Lane,4121 Mackin Woods Ln.,San Jose,95135-1159,CA,(408) 223-4873,No Data,(408) 223-4883,No Data,10/01/1998,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Gokcen,Ceran,08/27/2024,N,2024-2025,43,69435,Santa Clara,Evergreen Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,727,84,11.6%,97,13.3%,691,80,11.6%,93,13.5%,Y
6117956,James Franklin Smith Elementary,James Franklin Smith Elementary,San Jose,37.297368,-121.78799,False,No ,N,43694356117956,6117956,613140,8631,Active,Santa Clara,Evergreen Elementary,2220 Woodbury Lane,2220 Woodbury Ln.,95121-3233,CA,2220 Woodbury Lane,2220 Woodbury Ln.,San Jose,95121-3233,CA,(408) 532-2150,No Data,(408) 532-2165,No Data,08/01/2000,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Alexis,O'Flaherty,09/12/2025,N,2024-2025,43,69435,Santa Clara,Evergreen Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,595,52,8.7%,60,10.1%,576,51,8.9%,59,10.2%,Y
0127225,College Connection Academy,College Connection Academy,San Jose,37.320115,-121.84751,False,No ,N,43694500127225,0127225,614370,13199,Active,Santa Clara,Franklin-McKinley Elementary,1855 Lucretia Avenue,1855 Lucretia Ave.,95122-3730,CA,1855 Lucretia Avenue,1855 Lucretia Ave.,San Jose,95122,CA,(408) 347-4827,No Data,No Data,http://fmsd.org,07/01/2013,No Data,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,N,N,No Data,Juan,Alcantar,07/27/2023,N,2024-2025,43,69450,Santa Clara,Franklin-McKinley Elementary,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,,N,7,8,213,118,55.4%,139,65.3%,213,118,55.4%,139,65.3%,Y
6047195,Franklin Elementary,Franklin Elementary,San Jose,37.305453,-121.85107,False,No ,N,43694506047195,6047195,614370,1644,Active,Santa Clara,Franklin-McKinley Elementary,420 Tully Road,420 Tully Rd.,95111-1914,CA,420 Tully Road,420 Tully Rd.,San Jose,95111-1914,CA,(408) 283-6375,No Data,(408) 283-6060,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Kristen,Kovac,07/25/2023,N,2024-2025,43,69450,Santa Clara,Franklin-McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,525,381,72.6%,424,80.8%,503,367,73.0%,407,80.9%,Y
6047211,Captain Jason M. Dahl Elementary,Captain Jason M. Dahl Elementary,San Jose,37.288155,-121.84003,False,No ,N,43694506047211,6047211,614370,1646,Active,Santa Clara,Franklin-McKinley Elementary,3200 Water Street,3200 Water St.,95111-3236,CA,3200 Water Street,3200 Water St.,San Jose,95111-3236,CA,(408) 363-5650,No Data,(408) 363-5669,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Michelle,Quilantang,02/09/2023,N,2024-2025,43,69450,Santa Clara,Franklin-McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,396,290,73.2%,339,85.6%,379,279,73.6%,325,85.8%,Y
6047229,Bridges Academy,Bridges Academy,San Jose,37.325456,-121.84646,False,No ,N,43694506047229,6047229,614370,1643,Active,Santa Clara,Franklin-McKinley Elementary,1702 Mclaughlin Avenue,1702 Mclaughlin Ave.,95122-2936,CA,1702 Mclaughlin Avenue,1702 Mclaughlin Ave.,San Jose,95122-2936,CA,(408) 283-6400,No Data,(408) 283-6419,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,N,N,No Data,Maria,Trejo,07/08/2025,N,2024-2025,43,69450,Santa Clara,Franklin-McKinley Elementary,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,,N,7,8,274,223,81.4%,245,89.4%,274,223,81.4%,245,89.4%,Y
6047237,G. W. Hellyer Elementary,Los Arboles Literacy and Technology Academy,San Jose,37.284831,-121.82029,False,No ,N,43694506047237,6047237,614370,1648,Active,Santa Clara,Franklin-McKinley Elementary,725 Hellyer Ave,725 Hellyer Ave,95111-1523,CA,725 Hellyer Ave,725 Hellyer Ave,San Jose,95111-1523,CA,(408) 363-5750,No Data,(408) 363-5761,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-3,N,N,N,No Data,Jose,Jacinto,07/15/2025,N,2024-2025,43,69450,Santa Clara,Franklin-McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,3,185,128,69.2%,146,78.9%,185,128,69.2%,146,78.9%,Y
6047245,Jeanne R. Meadows Elementary,McKinley Elementary,San Jose,37.320969,-121.83953,False,No ,N,43694506047245,6047245,614370,1649,Active,Santa Clara,Franklin-McKinley Elementary,1250 Taper Lane,1250 Taper Ln.,95122-2950,CA,1250 Taper Lane,1250 Taper Ln.,San Jose,95122-2950,CA,(408) 283-6300,No Data,(408) 283-6061,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Magdalena,Moore,07/15/2025,N,2024-2025,43,69450,Santa Clara,Franklin-McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,206,154,74.8%,167,81.1%,206,154,74.8%,167,81.1%,Y
6047252,Santee Elementary,Santee Elementary,San Jose,37.328062,-121.84671,False,No ,N,43694506047252,6047252,614370,1650,Active,Santa Clara,Franklin-McKinley Elementary,1313 Audubon Drive,1313 Audubon Dr.,95122-3211,CA,1313 Audubon Drive,1313 Audubon Dr.,San Jose,95122-3211,CA,(408) 283-6450,No Data,(408) 283-6062,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Maria,Reyes,02/09/2023,N,2024-2025,43,69450,Santa Clara,Franklin-McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,318,262,82.4%,286,89.9%,298,246,82.6%,268,89.9%,Y
6047260,Lairon College Preparatory Academy,Lairon College Preparatory Academy,San Jose,37.28238,-121.82885,False,No ,N,43694506047260,6047260,614370,1651,Active,Santa Clara,Franklin-McKinley Elementary,3975 Mira Loma,3975 Mira Loma,95111-3520,CA,3975 Mira Loma,3975 Mira Loma,San Jose,95111-3520,CA,(408) 363-5775,No Data,(408) 363-5642,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,3-8,N,N,N,No Data,Joseph,Hanna,07/09/2025,N,2024-2025,43,69450,Santa Clara,Franklin-McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,4,8,253,179,70.8%,207,81.8%,253,179,70.8%,207,81.8%,Y
6047278,Sylvandale Middle,Sylvandale Middle,San Jose,37.287864,-121.82531,False,No ,N,43694506047278,6047278,614370,1653,Active,Santa Clara,Franklin-McKinley Elementary,653 Sylvandale Avenue,653 Sylvandale Ave.,95111-1414,CA,653 Sylvandale Avenue,653 Sylvandale Ave.,San Jose,95111-1414,CA,(408) 363-5700,No Data,(408) 363-5649,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,N,N,No Data,Juan Carlos,Alvarado,06/27/2024,N,2024-2025,43,69450,Santa Clara,Franklin-McKinley Elementary,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,,N,7,8,330,217,65.8%,246,74.5%,330,217,65.8%,246,74.5%,Y
6067201,Robert F. Kennedy Elementary,Robert F. Kennedy Elementary,San Jose,37.324997,-121.8524,False,No ,N,43694506067201,6067201,614370,1647,Active,Santa Clara,Franklin-McKinley Elementary,1602 Lucretia Avenue,1602 Lucretia Ave.,95122-3812,CA,1602 Lucretia Avenue,1602 Lucretia Ave.,San Jose,95122-3812,CA,(408) 283-6325,No Data,(408) 283-6337,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,Mariana,Alvarez,02/09/2023,N,2024-2025,43,69450,Santa Clara,Franklin-McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,6,300,231,77.0%,271,90.3%,277,214,77.3%,250,90.3%,Y
6071542,Stonegate Elementary,Stonegate Elementary,San Jose,37.308515,-121.83635,False,No ,N,43694506071542,6071542,614370,1652,Active,Santa Clara,Franklin-McKinley Elementary,2605 Gassmann Drive,2605 Gassmann Dr.,95121-2812,CA,2605 Gassmann Drive,2605 Gassmann Dr.,San Jose,95121-2812,CA,(408) 363-5625,No Data,(408) 363-5631,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,Jahsve,Worthy,07/08/2025,N,2024-2025,43,69450,Santa Clara,Franklin-McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,8,500,324,64.8%,380,76.0%,485,318,65.6%,372,76.7%,Y
6105795,Windmill Springs Elementary,Windmill Springs Elementary,San Jose,37.306212,-121.82428,False,No ,N,43694506105795,6105795,614370,8840,Active,Santa Clara,Franklin-McKinley Elementary,2880 Aetna Way,2880 Aetna Way,95121-2301,CA,2880 Aetna Way,2880 Aetna Way,San Jose,95121-2301,CA,(408) 363-5600,No Data,(408) 363-5606,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,Jose,Sanchez,07/08/2025,Y,2024-2025,43,69450,Santa Clara,Franklin-McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,8,598,382,63.9%,447,74.7%,581,375,64.5%,439,75.6%,Y
