CDSCode,SchoolID,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,LastUpDate,Multilingual
43694196067185,6067185,610290,1125,Active,Santa Clara,Cupertino Union,Blue Hills Elementary,12300 De Sanka Avenue,12300 De Sanka Ave.,Saratoga,95070-3151,CA,12300 De Sanka Avenue,12300 De Sanka Ave.,Saratoga,95070-3151,CA,(408) 257-9282,No Data,(408) 366-0611,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.290073,-122.02589,Ann,Mitchell,02/09/2023,N
43694274330015,4330015,611820,1310,Active,Santa Clara,East Side Union High,Yerba Buena High,1855 Lucretia Avenue,1855 Lucretia Ave.,San Jose,95122-3730,CA,1855 Lucretia Avenue,1855 Lucretia Ave.,San Jose,95122-3730,CA,(408) 347-4700,No Data,(408) 347-4715,http://yerbabuena.esuhsd.org/,07/01/1971,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,N,No Data,37.320791,-121.84831,Lyra,Hua,07/07/2025,N
43694274330023,4330023,611820,1308,Active,Santa Clara,East Side Union High,Santa Teresa High,6150 Snell Road,6150 Snell Rd.,San Jose,95123-4740,CA,6150 Snell Road,6150 Snell Rd.,San Jose,95123-4740,CA,(408) 347-6200,No Data,(408) 347-6215,http://santateresa.esuhsd.org/,07/01/1974,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,N,No Data,37.235085,-121.8305,Truc,Chau,07/07/2025,N
43694274330031,4330031,611820,1302,Active,Santa Clara,East Side Union High,Independence High,617 North Jackson Avenue,617 North Jackson Ave.,San Jose,95133-1703,CA,617 North Jackson Avenue,617 North Jackson Ave.,San Jose,95133-1703,CA,(408) 928-9500,No Data,(408) 928-9515,http://independence.esuhsd.org/,07/01/1976,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,N,No Data,37.370953,-121.85602,Amy,Hanna,07/07/2025,N
43694274330692,4330692,611820,10665,Active,Santa Clara,East Side Union High,Evergreen Valley High,3300 Quimby Road,3300 Quimby Rd.,San Jose,95148-3122,CA,3300 Quimby Road,3300 Quimby Rd.,San Jose,95148-3122,CA,(408) 347-7000,No Data,(408) 347-7005,http://evergreenvalley.esuhsd.org/,08/27/2002,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,37.325201,-121.77866,Shelby,Edwards,08/22/2024,N
43694274332995,4332995,611820,1301,Active,Santa Clara,East Side Union High,Andrew P. Hill High,3200 Senter Road,3200 Senter Rd.,San Jose,95111-1332,CA,3200 Senter Road,3200 Senter Rd.,San Jose,95111-1332,CA,(408) 347-4100,No Data,(408) 347-4115,http://andrewphill.esuhsd.org/,07/01/1956,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,N,No Data,37.291923,-121.83173,Jose,Hernandez,02/09/2023,N
43694274333639,4333639,611820,1303,Active,Santa Clara,East Side Union High,James Lick High,57 North White Road,57 North White Rd.,San Jose,95127-1933,CA,57 North White Road,57 North White Rd.,San Jose,95127-1933,CA,(408) 347-4400,No Data,(408) 347-4415,http://jameslick.esuhsd.org/,07/01/1950,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,N,No Data,37.368046,-121.83009,Gubuan,Honey,02/09/2023,N
43694274334900,4334900,611820,1304,Active,Santa Clara,East Side Union High,Mt. Pleasant High,1750 South White Road,1750 South White Rd.,San Jose,95127-4760,CA,1750 South White Road,1750 South White Rd.,San Jose,95127-4760,CA,(408) 937-2800,No Data,(408) 937-2815,http://mtpleasant.esuhsd.org/,07/01/1965,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,N,No Data,37.345646,-121.80948,Adriana,Rangel,02/09/2023,N
43694274335204,4335204,611820,1305,Active,Santa Clara,East Side Union High,Oak Grove High,285 Blossom Hill Road,285 Blossom Hill Rd.,San Jose,95123-2048,CA,285 Blossom Hill Road,285 Blossom Hill Rd.,San Jose,95123-2048,CA,(408) 347-6500,No Data,(408) 347-6505,http://oakgrove.esuhsd.org/,07/01/1967,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,N,No Data,37.251575,-121.81892,Martha,Brazil,02/09/2023,N
43694274335428,4335428,611820,1306,Active,Santa Clara,East Side Union High,William C. Overfelt High,1835 Cunningham Avenue,1835 Cunningham Ave.,San Jose,95122-1712,CA,1835 Cunningham Avenue,1835 Cunningham Ave.,San Jose,95122-1712,CA,(408) 347-5900,No Data,(408) 347-5915,http://williamcoverfelt.esuhsd.org/,07/01/1962,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,N,No Data,37.330593,-121.82838,Vito,Chiala,02/09/2023,N
43694274335907,4335907,611820,1307,Active,Santa Clara,East Side Union High,Piedmont Hills High,1377 Piedmont Road,1377 Piedmont Rd.,San Jose,95132-2497,CA,1377 Piedmont Road,1377 Piedmont Rd.,San Jose,95132-2497,CA,(408) 347-3800,No Data,(408) 347-3805,http://piedmonthills.esuhsd.org/,07/01/1965,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,N,No Data,37.403788,-121.84899,Nancy,Pereira,08/22/2024,N
43694274337903,4337903,611820,1309,Active,Santa Clara,East Side Union High,Silver Creek High,3434 Silver Creek Road,3434 Silver Creek Rd.,San Jose,95121-1845,CA,3434 Silver Creek Road,3434 Silver Creek Rd.,San Jose,95121-1845,CA,(408) 347-5600,No Data,(408) 347-5615,http://silvercreek.esuhsd.org/,07/01/1969,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,N,No Data,37.304331,-121.80831,Kelly,Daugherty,02/09/2023,N
43694350102616,0102616,613140,11451,Active,Santa Clara,Evergreen Elementary,Carolyn A. Clark Elementary,3701 Rue Mirassou Drive,3701 Rue Mirassou Dr.,San Jose,95148-4382,CA,3701 Rue Mirassou Drive,3701 Rue Mirassou Dr.,San Jose,95148-4382,CA,(408) 223-4560,No Data,(408) 223-4567,www.eesd.org,08/18/2004,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.321714,-121.76937,Loan,Dinh,08/08/2024,N
43694356047120,6047120,613140,1490,Active,Santa Clara,Evergreen Elementary,Cadwallader Elementary,3799 Cadwallader Avenue,3799 Cadwallader Ave.,San Jose,95121-1114,CA,3799 Cadwallader Avenue,3799 Cadwallader Ave.,San Jose,95121-1114,CA,(408) 270-4950,No Data,(408) 223-4839,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.306698,-121.78763,Jennifer,Diehl,08/08/2024,N
43694356047138,6047138,613140,1492,Active,Santa Clara,Evergreen Elementary,Evergreen Elementary,3010 Fowler Road,3010 Fowler Rd.,San Jose,95135-1017,CA,3010 Fowler Road,3010 Fowler Rd.,San Jose,95135-1017,CA,(408) 270-4966,No Data,(408) 270-4968,No Data,07/01/1955,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.310525,-121.77793,Diana,Nakano,08/08/2024,N
43694356047146,6047146,613140,1494,Active,Santa Clara,Evergreen Elementary,Holly Oak Elementary,2995 Rossmore Way,2995 Rossmore Way,San Jose,95148-3527,CA,2995 Rossmore Way,2995 Rossmore Way,San Jose,95148-3527,CA,(408) 270-4975,No Data,(408) 223-4513,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.31875,-121.79765,Armando,Lara,05/23/2025,Y
43694356047153,6047153,613140,1496,Active,Santa Clara,Evergreen Elementary,Katherine R. Smith Elementary,2025 Clarice Drive,2025 Clarice Dr.,San Jose,95122-1204,CA,2025 Clarice Drive,2025 Clarice Dr.,San Jose,95122-1204,CA,(408) 270-6751,No Data,(408) 270-6877,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.326253,-121.82206,Doris,Malmin,09/12/2025,N
43694356047161,6047161,613140,1498,Active,Santa Clara,Evergreen Elementary,O. B. Whaley Elementary,2655 Alvin Avenue,2655 Alvin Ave.,San Jose,95121-1609,CA,2655 Alvin Avenue,2655 Alvin Ave.,San Jose,95121-1609,CA,(408) 270-6759,No Data,(408) 223-4537,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.31619,-121.82424,Gina,Ornellas,05/30/2024,N
43694356047179,6047179,613140,1499,Active,Santa Clara,Evergreen Elementary,Quimby Oak Middle,3190 Quimby Road,3190 Quimby Rd.,San Jose,95148-3022,CA,3190 Quimby Road,3190 Quimby Rd.,San Jose,95148-3022,CA,(408) 270-6735,No Data,(408) 223-4533,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,N,N,No Data,37.324774,-121.78708,Virginia,Gaeta,02/09/2023,N
43694356067193,6067193,613140,1491,Active,Santa Clara,Evergreen Elementary,Cedar Grove Elementary,2702 Sugar Plum Drive,2702 Sugar Plum Dr.,San Jose,95148-2042,CA,2702 Sugar Plum Drive,2702 Sugar Plum Dr.,San Jose,95148-2042,CA,(408) 270-4958,No Data,(408) 223-4852,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.331164,-121.79361,Lea,Peery,02/09/2023,N
43694356085690,6085690,613140,1493,Active,Santa Clara,Evergreen Elementary,George V. LeyVa Intermediate,1865 Monrovia Drive,1865 Monrovia Dr.,San Jose,95122-1505,CA,1865 Monrovia Drive,1865 Monrovia Dr.,San Jose,95122-1505,CA,(408) 270-4993,No Data,(408) 270-5462,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,N,N,No Data,37.314281,-121.81263,Jim,Grassi,08/08/2024,N
43694356095988,6095988,613140,1495,Active,Santa Clara,Evergreen Elementary,John J. Montgomery Elementary,2010 Daniel Maloney Drive,2010 Daniel Maloney Dr.,San Jose,95121-1328,CA,2010 Daniel Maloney Drive,2010 Daniel Maloney Dr.,San Jose,95121-1328,CA,(408) 270-6718,No Data,(408) 223-4848,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.307734,-121.80108,Jaime,Hammond,02/09/2023,N
43694356102081,6102081,613140,7708,Active,Santa Clara,Evergreen Elementary,Norwood Creek Elementary,3241 Remington Way,3241 Remington Way,San Jose,95148-2757,CA,3241 Remington Way,3241 Remington Way,San Jose,95148-2757,CA,(408) 270-6727,No Data,(408) 223-9266,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.328173,-121.78862,Tonya,Bailey,02/09/2023,N
43694356105787,6105787,613140,8836,Active,Santa Clara,Evergreen Elementary,Millbrook Elementary,3200 Millbrook Drive,3200 Millbrook Dr.,San Jose,95148-3681,CA,3200 Millbrook Drive,3200 Millbrook Dr.,San Jose,95148-3681,CA,(408) 270-6767,No Data,(408) 223-4887,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.319487,-121.78805,Steve,Sweeney,05/30/2024,N
43694356110159,6110159,613140,10321,Active,Santa Clara,Evergreen Elementary,Chaboya Middle,3276 Cortona Drive,3276 Cortona Dr.,San Jose,95135-1180,CA,3276 Cortona Drive,3276 Cortona Dr.,San Jose,95135-1180,CA,(408) 270-6900,No Data,(408) 270-6916,No Data,09/01/1991,No Data,N,No Data,No Data,52,Elementary School District,64,Junior High Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,N,N,No Data,37.312333,-121.768,Michal,Nozik,08/08/2024,N
43694356111942,6111942,613140,4054,Active,Santa Clara,Evergreen Elementary,Silver Oak Elementary,5000 Farnsworth Drive,5000 Farnsworth Dr.,San Jose,95138-2336,CA,5000 Farnsworth Drive,5000 Farnsworth Dr.,San Jose,95138-2336,CA,(408) 223-4515,No Data,(408) 223-4540,No Data,08/31/1994,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.284241,-121.77369,Celestina,Pakel,09/12/2025,N
43694356115851,6115851,613140,7788,Active,Santa Clara,Evergreen Elementary,Tom Matsumoto Elementary,4121 Mackin Woods Lane,4121 Mackin Woods Ln.,San Jose,95135-1159,CA,4121 Mackin Woods Lane,4121 Mackin Woods Ln.,San Jose,95135-1159,CA,(408) 223-4873,No Data,(408) 223-4883,No Data,10/01/1998,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.312017,-121.76502,Gokcen,Ceran,08/27/2024,N
43694356117956,6117956,613140,8631,Active,Santa Clara,Evergreen Elementary,James Franklin Smith Elementary,2220 Woodbury Lane,2220 Woodbury Ln.,San Jose,95121-3233,CA,2220 Woodbury Lane,2220 Woodbury Ln.,San Jose,95121-3233,CA,(408) 532-2150,No Data,(408) 532-2165,No Data,08/01/2000,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.297368,-121.78799,Alexis,O'Flaherty,09/12/2025,N
43694500127225,0127225,614370,13199,Active,Santa Clara,Franklin-McKinley Elementary,College Connection Academy,1855 Lucretia Avenue,1855 Lucretia Ave.,San Jose,95122-3730,CA,1855 Lucretia Avenue,1855 Lucretia Ave.,San Jose,95122,CA,(408) 347-4827,No Data,No Data,http://fmsd.org,07/01/2013,No Data,N,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,N,N,No Data,37.320115,-121.84751,Juan,Alcantar,07/27/2023,N
43694506047195,6047195,614370,1644,Active,Santa Clara,Franklin-McKinley Elementary,Franklin Elementary,420 Tully Road,420 Tully Rd.,San Jose,95111-1914,CA,420 Tully Road,420 Tully Rd.,San Jose,95111-1914,CA,(408) 283-6375,No Data,(408) 283-6060,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.305453,-121.85107,Kristen,Kovac,07/25/2023,N
43694506047211,6047211,614370,1646,Active,Santa Clara,Franklin-McKinley Elementary,Captain Jason M. Dahl Elementary,3200 Water Street,3200 Water St.,San Jose,95111-3236,CA,3200 Water Street,3200 Water St.,San Jose,95111-3236,CA,(408) 363-5650,No Data,(408) 363-5669,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.288155,-121.84003,Michelle,Quilantang,02/09/2023,N
43694506047229,6047229,614370,1643,Active,Santa Clara,Franklin-McKinley Elementary,Bridges Academy,1702 Mclaughlin Avenue,1702 Mclaughlin Ave.,San Jose,95122-2936,CA,1702 Mclaughlin Avenue,1702 Mclaughlin Ave.,San Jose,95122-2936,CA,(408) 283-6400,No Data,(408) 283-6419,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,N,N,No Data,37.325456,-121.84646,Maria,Trejo,07/08/2025,N
43694506047237,6047237,614370,1648,Active,Santa Clara,Franklin-McKinley Elementary,G. W. Hellyer Elementary,725 Hellyer Ave,725 Hellyer Ave,San Jose,95111-1523,CA,725 Hellyer Ave,725 Hellyer Ave,San Jose,95111-1523,CA,(408) 363-5750,No Data,(408) 363-5761,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-3,N,N,N,No Data,37.284831,-121.82029,Jose,Jacinto,07/15/2025,N
43694506047245,6047245,614370,1649,Active,Santa Clara,Franklin-McKinley Elementary,Jeanne R. Meadows Elementary,1250 Taper Lane,1250 Taper Ln.,San Jose,95122-2950,CA,1250 Taper Lane,1250 Taper Ln.,San Jose,95122-2950,CA,(408) 283-6300,No Data,(408) 283-6061,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.320969,-121.83953,Magdalena,Moore,07/15/2025,N
43694506047252,6047252,614370,1650,Active,Santa Clara,Franklin-McKinley Elementary,Santee Elementary,1313 Audubon Drive,1313 Audubon Dr.,San Jose,95122-3211,CA,1313 Audubon Drive,1313 Audubon Dr.,San Jose,95122-3211,CA,(408) 283-6450,No Data,(408) 283-6062,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.328062,-121.84671,Maria,Reyes,02/09/2023,N
43694506047260,6047260,614370,1651,Active,Santa Clara,Franklin-McKinley Elementary,Lairon College Preparatory Academy,3975 Mira Loma,3975 Mira Loma,San Jose,95111-3520,CA,3975 Mira Loma,3975 Mira Loma,San Jose,95111-3520,CA,(408) 363-5775,No Data,(408) 363-5642,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,3-8,N,N,N,No Data,37.28238,-121.82885,Joseph,Hanna,07/09/2025,N
43694506047278,6047278,614370,1653,Active,Santa Clara,Franklin-McKinley Elementary,Sylvandale Middle,653 Sylvandale Avenue,653 Sylvandale Ave.,San Jose,95111-1414,CA,653 Sylvandale Avenue,653 Sylvandale Ave.,San Jose,95111-1414,CA,(408) 363-5700,No Data,(408) 363-5649,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,N,N,No Data,37.287864,-121.82531,Juan Carlos,Alvarado,06/27/2024,N
43694506067201,6067201,614370,1647,Active,Santa Clara,Franklin-McKinley Elementary,Robert F. Kennedy Elementary,1602 Lucretia Avenue,1602 Lucretia Ave.,San Jose,95122-3812,CA,1602 Lucretia Avenue,1602 Lucretia Ave.,San Jose,95122-3812,CA,(408) 283-6325,No Data,(408) 283-6337,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.324997,-121.8524,Mariana,Alvarez,02/09/2023,N
43694506071542,6071542,614370,1652,Active,Santa Clara,Franklin-McKinley Elementary,Stonegate Elementary,2605 Gassmann Drive,2605 Gassmann Dr.,San Jose,95121-2812,CA,2605 Gassmann Drive,2605 Gassmann Dr.,San Jose,95121-2812,CA,(408) 363-5625,No Data,(408) 363-5631,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,37.308515,-121.83635,Jahsve,Worthy,07/08/2025,N
43694506105795,6105795,614370,8840,Active,Santa Clara,Franklin-McKinley Elementary,Windmill Springs Elementary,2880 Aetna Way,2880 Aetna Way,San Jose,95121-2301,CA,2880 Aetna Way,2880 Aetna Way,San Jose,95121-2301,CA,(408) 363-5600,No Data,(408) 363-5606,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,37.306212,-121.82428,Jose,Sanchez,07/08/2025,Y
43694506115943,6115943,614370,8352,Active,Santa Clara,Franklin-McKinley Elementary,"Shirakawa (George, Sr.) Elementary",665 Wool Creek Drive,665 Wool Creek Dr.,San Jose,95112-2617,CA,665 Wool Creek Drive,665 Wool Creek Dr.,San Jose,95112-2617,CA,(408) 283-6086,No Data,(408) 938-3260,No Data,07/01/1999,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-8,N,N,N,No Data,37.316085,-121.84974,Rochelle,Espitia,07/09/2025,N
43694684331799,4331799,614430,1695,Active,Santa Clara,Fremont Union High,Cupertino High,10100 Finch Avenue,10100 Finch Ave.,Cupertino,95014-3411,CA,10100 Finch Avenue,10100 Finch Ave.,Cupertino,95014-3411,CA,(408) 366-7300,No Data,(408) 255-8466,www.chs.fuhsd.org,07/01/1980,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,37.319663,-122.01041,Bill,Schloss,07/01/2024,N
43694684332474,4332474,614430,1696,Active,Santa Clara,Fremont Union High,Fremont High,575 West Fremont Avenue,575 West Fremont Ave.,Sunnyvale,94087-2556,CA,575 West Fremont Avenue,575 West Fremont Ave.,Sunnyvale,94087-2556,CA,(408) 522-2400,No Data,(408) 522-2468,No Data,07/01/1980,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,37.352616,-122.035,Bryan,Emmert,02/09/2023,N
43694684333316,4333316,614430,1697,Active,Santa Clara,Fremont Union High,Homestead High,21370 Homestead Road,21370 Homestead Rd.,Cupertino,95014-0203,CA,21370 Homestead Road,21370 Homestead Rd.,Cupertino,95014-0203,CA,(408) 522-2500,No Data,(408) 738-8631,No Data,07/01/1980,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,37.3366,-122.04887,Denae,Nurnberg,07/01/2024,N
43694684334421,4334421,614430,1698,Active,Santa Clara,Fremont Union High,Lynbrook High,1280 Johnson Avenue,1280 Johnson Ave.,San Jose,95129-4172,CA,1280 Johnson Avenue,1280 Johnson Ave.,San Jose,95129-4172,CA,(408) 366-7700,No Data,(408) 257-0551,No Data,07/01/1980,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,37.300713,-122.00647,Janice,Chen,08/07/2025,N
43694684334462,4334462,614430,1699,Active,Santa Clara,Fremont Union High,Monta Vista High,21840 McClellan Road,21840 McClellan Rd.,Cupertino,95014-4055,CA,21840 McClellan Road,21840 McClellan Rd.,Cupertino,95014-4055,CA,(408) 366-7600,No Data,(408) 252-1519,No Data,07/01/1980,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,37.315469,-122.05719,Ben,Clausnitzer,02/09/2023,N
43694840100990,0100990,615180,11203,Active,Santa Clara,Gilroy Unified,Solorsano Middle,7121 Grenache Way,7121 Grenache Way,Gilroy,95020-2500,CA,7121 Grenache Way,7121 Grenache Way,Gilroy,95020-2500,CA,(669) 205-5000,No Data,(408) 848-4154,http://asms.gilroyunified.org/,08/25/2003,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,37.000729,-121.59304,Hilda,Aguirre,02/09/2023,N
43694840114496,0114496,615180,12174,Active,Santa Clara,Gilroy Unified,Dr. TJ Owens Gilroy Early College Academy,"5055 Santa Teresa Boulevard, PB17","5055 Santa Teresa Blvd., PB17",Gilroy,95020,CA,"5055 Santa Teresa Boulevard, PB17","5055 Santa Teresa Blvd., PB17",Gilroy,95020,CA,(408) 846-4909,No Data,(408) 848-4730,http://geca.gilroyunified.org/,08/23/2007,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,36.968352,-121.56335,Ana,Benich,11/02/2023,N
43694840118380,0118380,615180,12264,Active,Santa Clara,Gilroy Unified,Christopher High,850 Day Road,850 Day Rd.,Gilroy,95020-9324,CA,850 Day Road,850 Day Rd.,Gilroy,95020-9324,CA,(669) 205-5300,No Data,(408) 846-7529,https://chs.gilroyunified.org/,08/20/2009,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,37.038444,-121.60013,Jeremy,Dirks,08/13/2020,Y
43694844332839,4332839,615180,1911,Active,Santa Clara,Gilroy Unified,Gilroy High,750 West Tenth Street,750 West Tenth St.,Gilroy,95020-6333,CA,750 West Tenth Street,750 West Tenth St.,Gilroy,95020-6333,CA,(669) 205-5400,No Data,(408) 847-3505,http://gilroyhs.gilroyunified.org/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,36.997203,-121.57599,Julie,Berggren,09/13/2024,Y
43694846047286,6047286,615180,1908,Active,Santa Clara,Gilroy Unified,Luigi Aprea Elementary,9225 Calle del Rey,9225 Calle del Rey,Gilroy,95020-5043,CA,9225 Calle del Rey,9225 Calle del Rey,Gilroy,95020-5043,CA,(669) 205-4600,No Data,(408) 846-7541,http://luigi-gusd-ca.schoolloop.com/,01/02/1996,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.025388,-121.60346,LIsa,Aguerria,09/13/2024,N
43694846047294,6047294,615180,1909,Active,Santa Clara,Gilroy Unified,El Roble Elementary,930 Third Street,930 Third St.,Gilroy,95020-4915,CA,930 Third Street,930 Third St.,Gilroy,95020-4915,CA,(669) 205-4200,No Data,(408) 842-3874,http://elroble.gilroyunified.org/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.008076,-121.58551,Camille,Epps,02/09/2023,N
