CDSCode,SchoolID,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,LastUpDate,Multilingual
43694356102081,6102081,613140,7708,Active,Santa Clara,Evergreen Elementary,Norwood Creek Elementary,3241 Remington Way,3241 Remington Way,San Jose,95148-2757,CA,3241 Remington Way,3241 Remington Way,San Jose,95148-2757,CA,(408) 270-6727,No Data,(408) 223-9266,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.328173,-121.78862,Tonya,Bailey,02/09/2023,N
43694356105787,6105787,613140,8836,Active,Santa Clara,Evergreen Elementary,Millbrook Elementary,3200 Millbrook Drive,3200 Millbrook Dr.,San Jose,95148-3681,CA,3200 Millbrook Drive,3200 Millbrook Dr.,San Jose,95148-3681,CA,(408) 270-6767,No Data,(408) 223-4887,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.319487,-121.78805,Steve,Sweeney,05/30/2024,N
43694356110159,6110159,613140,10321,Active,Santa Clara,Evergreen Elementary,Chaboya Middle,3276 Cortona Drive,3276 Cortona Dr.,San Jose,95135-1180,CA,3276 Cortona Drive,3276 Cortona Dr.,San Jose,95135-1180,CA,(408) 270-6900,No Data,(408) 270-6916,No Data,09/01/1991,No Data,N,No Data,No Data,52,Elementary School District,64,Junior High Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,N,N,No Data,37.312333,-121.768,Michal,Nozik,08/08/2024,N
43694356111942,6111942,613140,4054,Active,Santa Clara,Evergreen Elementary,Silver Oak Elementary,5000 Farnsworth Drive,5000 Farnsworth Dr.,San Jose,95138-2336,CA,5000 Farnsworth Drive,5000 Farnsworth Dr.,San Jose,95138-2336,CA,(408) 223-4515,No Data,(408) 223-4540,No Data,08/31/1994,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.284241,-121.77369,Celestina,Pakel,09/12/2025,N
43694356115851,6115851,613140,7788,Active,Santa Clara,Evergreen Elementary,Tom Matsumoto Elementary,4121 Mackin Woods Lane,4121 Mackin Woods Ln.,San Jose,95135-1159,CA,4121 Mackin Woods Lane,4121 Mackin Woods Ln.,San Jose,95135-1159,CA,(408) 223-4873,No Data,(408) 223-4883,No Data,10/01/1998,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.312017,-121.76502,Gokcen,Ceran,08/27/2024,N
43694356117956,6117956,613140,8631,Active,Santa Clara,Evergreen Elementary,James Franklin Smith Elementary,2220 Woodbury Lane,2220 Woodbury Ln.,San Jose,95121-3233,CA,2220 Woodbury Lane,2220 Woodbury Ln.,San Jose,95121-3233,CA,(408) 532-2150,No Data,(408) 532-2165,No Data,08/01/2000,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.297368,-121.78799,Alexis,O'Flaherty,09/12/2025,N
43694500127225,0127225,614370,13199,Active,Santa Clara,Franklin-McKinley Elementary,College Connection Academy,1855 Lucretia Avenue,1855 Lucretia Ave.,San Jose,95122-3730,CA,1855 Lucretia Avenue,1855 Lucretia Ave.,San Jose,95122,CA,(408) 347-4827,No Data,No Data,http://fmsd.org,07/01/2013,No Data,N,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,N,N,No Data,37.320115,-121.84751,Juan,Alcantar,07/27/2023,N
43694506047195,6047195,614370,1644,Active,Santa Clara,Franklin-McKinley Elementary,Franklin Elementary,420 Tully Road,420 Tully Rd.,San Jose,95111-1914,CA,420 Tully Road,420 Tully Rd.,San Jose,95111-1914,CA,(408) 283-6375,No Data,(408) 283-6060,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.305453,-121.85107,Kristen,Kovac,07/25/2023,N
43694506047211,6047211,614370,1646,Active,Santa Clara,Franklin-McKinley Elementary,Captain Jason M. Dahl Elementary,3200 Water Street,3200 Water St.,San Jose,95111-3236,CA,3200 Water Street,3200 Water St.,San Jose,95111-3236,CA,(408) 363-5650,No Data,(408) 363-5669,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.288155,-121.84003,Michelle,Quilantang,02/09/2023,N
43694506047229,6047229,614370,1643,Active,Santa Clara,Franklin-McKinley Elementary,Bridges Academy,1702 Mclaughlin Avenue,1702 Mclaughlin Ave.,San Jose,95122-2936,CA,1702 Mclaughlin Avenue,1702 Mclaughlin Ave.,San Jose,95122-2936,CA,(408) 283-6400,No Data,(408) 283-6419,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,N,N,No Data,37.325456,-121.84646,Maria,Trejo,07/08/2025,N
43694506047237,6047237,614370,1648,Active,Santa Clara,Franklin-McKinley Elementary,G. W. Hellyer Elementary,725 Hellyer Ave,725 Hellyer Ave,San Jose,95111-1523,CA,725 Hellyer Ave,725 Hellyer Ave,San Jose,95111-1523,CA,(408) 363-5750,No Data,(408) 363-5761,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-3,N,N,N,No Data,37.284831,-121.82029,Jose,Jacinto,07/15/2025,N
43694506047245,6047245,614370,1649,Active,Santa Clara,Franklin-McKinley Elementary,Jeanne R. Meadows Elementary,1250 Taper Lane,1250 Taper Ln.,San Jose,95122-2950,CA,1250 Taper Lane,1250 Taper Ln.,San Jose,95122-2950,CA,(408) 283-6300,No Data,(408) 283-6061,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.320969,-121.83953,Magdalena,Moore,07/15/2025,N
43694506047252,6047252,614370,1650,Active,Santa Clara,Franklin-McKinley Elementary,Santee Elementary,1313 Audubon Drive,1313 Audubon Dr.,San Jose,95122-3211,CA,1313 Audubon Drive,1313 Audubon Dr.,San Jose,95122-3211,CA,(408) 283-6450,No Data,(408) 283-6062,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.328062,-121.84671,Maria,Reyes,02/09/2023,N
43694506047260,6047260,614370,1651,Active,Santa Clara,Franklin-McKinley Elementary,Lairon College Preparatory Academy,3975 Mira Loma,3975 Mira Loma,San Jose,95111-3520,CA,3975 Mira Loma,3975 Mira Loma,San Jose,95111-3520,CA,(408) 363-5775,No Data,(408) 363-5642,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,3-8,N,N,N,No Data,37.28238,-121.82885,Joseph,Hanna,07/09/2025,N
43694506047278,6047278,614370,1653,Active,Santa Clara,Franklin-McKinley Elementary,Sylvandale Middle,653 Sylvandale Avenue,653 Sylvandale Ave.,San Jose,95111-1414,CA,653 Sylvandale Avenue,653 Sylvandale Ave.,San Jose,95111-1414,CA,(408) 363-5700,No Data,(408) 363-5649,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,N,N,No Data,37.287864,-121.82531,Juan Carlos,Alvarado,06/27/2024,N
43694506067201,6067201,614370,1647,Active,Santa Clara,Franklin-McKinley Elementary,Robert F. Kennedy Elementary,1602 Lucretia Avenue,1602 Lucretia Ave.,San Jose,95122-3812,CA,1602 Lucretia Avenue,1602 Lucretia Ave.,San Jose,95122-3812,CA,(408) 283-6325,No Data,(408) 283-6337,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.324997,-121.8524,Mariana,Alvarez,02/09/2023,N
43694506071542,6071542,614370,1652,Active,Santa Clara,Franklin-McKinley Elementary,Stonegate Elementary,2605 Gassmann Drive,2605 Gassmann Dr.,San Jose,95121-2812,CA,2605 Gassmann Drive,2605 Gassmann Dr.,San Jose,95121-2812,CA,(408) 363-5625,No Data,(408) 363-5631,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,37.308515,-121.83635,Jahsve,Worthy,07/08/2025,N
43694506105795,6105795,614370,8840,Active,Santa Clara,Franklin-McKinley Elementary,Windmill Springs Elementary,2880 Aetna Way,2880 Aetna Way,San Jose,95121-2301,CA,2880 Aetna Way,2880 Aetna Way,San Jose,95121-2301,CA,(408) 363-5600,No Data,(408) 363-5606,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,37.306212,-121.82428,Jose,Sanchez,07/08/2025,Y
43694506115943,6115943,614370,8352,Active,Santa Clara,Franklin-McKinley Elementary,"Shirakawa (George, Sr.) Elementary",665 Wool Creek Drive,665 Wool Creek Dr.,San Jose,95112-2617,CA,665 Wool Creek Drive,665 Wool Creek Dr.,San Jose,95112-2617,CA,(408) 283-6086,No Data,(408) 938-3260,No Data,07/01/1999,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-8,N,N,N,No Data,37.316085,-121.84974,Rochelle,Espitia,07/09/2025,N
43694684334421,4334421,614430,1698,Active,Santa Clara,Fremont Union High,Lynbrook High,1280 Johnson Avenue,1280 Johnson Ave.,San Jose,95129-4172,CA,1280 Johnson Avenue,1280 Johnson Ave.,San Jose,95129-4172,CA,(408) 366-7700,No Data,(408) 257-0551,No Data,07/01/1980,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,37.300713,-122.00647,Janice,Chen,08/07/2025,N
43695186047500,6047500,622650,2790,Active,Santa Clara,Los Altos Elementary,Springer Elementary,1120 Rose Avenue,1120 Rose Ave.,Mountain View,94040-4058,CA,1120 Rose Avenue,1120 Rose Ave.,Mountain View,94040-4058,CA,(650) 943-4200,No Data,(650) 965-9683,www.springerschool.net,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.371011,-122.09402,Sarah,March,08/21/2024,N
43695426047575,6047575,623130,3530,Active,Santa Clara,Luther Burbank,Luther Burbank Elementary,4 Wabash Avenue,4 Wabash Ave.,San Jose,95128-1931,CA,4 Wabash Avenue,4 Wabash Ave.,San Jose,95128-1931,CA,(408) 295-1814,No Data,(408) 295-3168,https://www.lbsdk8.org/,07/01/1908,No Data,N,No Data,No Data,52,Elementary School District,61,Elemen Schools In 1 School Dist. (Public),TRAD,Traditional,ELEM,Elementary,P-8,K-8,N,N,N,No Data,37.323556,-121.9267,Ladislao,Lopez,07/25/2024,N
43695750129940,0129940,625770,13806,Active,Santa Clara,Moreland,Latimer,4250 Latimer Avenue,4250 Latimer Ave.,San Jose,95130-1400,CA,4250 Latimer Avenue,4250 Latimer Ave.,San Jose,95130-1400,CA,(408) 874-3600,No Data,(408) 374-8827,www.latimer.moreland.org,08/19/2014,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,37.292391,-121.97803,Hilary,Gill,02/09/2023,N
43695756047740,6047740,625770,3853,Active,Santa Clara,Moreland,Country Lane Elementary,5140 Country Lane,5140 Country Ln.,San Jose,95129-4299,CA,5140 Country Lane,5140 Country Ln.,San Jose,95129-4299,CA,(408) 874-3400,No Data,(408) 252-4576,www.countrylane.moreland.org,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.298472,-121.99193,Keri,Billings,02/09/2023,N
43695756047765,6047765,625770,3854,Active,Santa Clara,Moreland,Easterbrook Discovery,4835 Doyle Road,4835 Doyle Rd.,San Jose,95129-3246,CA,4835 Doyle Road,4835 Doyle Rd.,San Jose,95129-3246,CA,(408) 874-3500,No Data,(408) 253-7321,www.easterbrook.moreland.org,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,37.303397,-121.98663,Sherri,Vasquez,02/09/2023,N
43695756047781,6047781,625770,3855,Active,Santa Clara,Moreland,Moreland Middle,4600 Student Lane,4600 Student Ln.,San Jose,95130-1762,CA,4600 Student Lane,4600 Student Ln.,San Jose,95130-1762,CA,(408) 874-3300,No Data,(408) 379-3622,www.mms.moreland.org,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,37.290191,-121.98411,Theresa,Molinelli,08/21/2023,N
43695756047799,6047799,625770,3856,Active,Santa Clara,Moreland,George C. Payne Elementary,3750 Gleason Avenue,3750 Gleason Ave.,San Jose,95130-1323,CA,3750 Gleason Avenue,3750 Gleason Ave.,San Jose,95130-1323,CA,(408) 874-3700,No Data,(408) 241-4932,www.payne.moreland.org,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.297438,-121.96742,Jeanette,Escobar,08/21/2024,N
43695756047807,6047807,625770,3857,Active,Santa Clara,Moreland,Gussie M. Baker Elementary,4845 Bucknall Road,4845 Bucknall Rd.,San Jose,95130-2021,CA,4845 Bucknall Road,4845 Bucknall Rd.,San Jose,95130-2021,CA,(408) 874-3200,No Data,(408) 379-3726,www.baker.moreland.org,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.283415,-121.98712,Jenna,Naylor,08/21/2024,N
43695756047831,6047831,625770,3860,Active,Santa Clara,Moreland,Leroy Anderson Elementary,4000 Rhoda Drive,4000 Rhoda Dr.,San Jose,95117-3225,CA,4000 Rhoda Drive,4000 Rhoda Dr.,San Jose,95117-3225,CA,(408) 874-3100,No Data,(408) 243-4312,www.anderson.moreland.org,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.30466,-121.9715,Jodi,Rubino,08/21/2024,N
43695836095392,6095392,625830,3878,Active,Santa Clara,Morgan Hill Unified,Los Paseos Elementary,121 Avenida Grande,121 Avenida Grande,San Jose,95139-1107,CA,121 Avenida Grande,121 Avenida Grande,San Jose,95139-1107,CA,(408) 201-6420,No Data,(408) 281-4021,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.228983,-121.76739,Stormie,Sutton,05/23/2025,N
43695836100325,6100325,625830,3880,Active,Santa Clara,Morgan Hill Unified,Martin Murphy Middle,141 Avenida Espana,141 Avenida Espana,San Jose,95139-1164,CA,141 Avenida Espana,141 Avenida Espana,San Jose,95139-1164,CA,(408) 201-6260,No Data,(408) 201-6270,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,64,Junior High Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,37.225583,-121.76693,Rick,Ito,05/23/2025,N
43695910132373,0132373,626280,13928,Active,Santa Clara,Mountain View Whisman,Gabriela Mistral Elementary,505 Escuela Avenue,505 Escuela Ave.,Mountain View,94040-2006,CA,505 Escuela Avenue,505 Escuela Ave.,Mountain View,94040-2006,CA,(650) 526-3575,No Data,(650) 526-3576,https://mistral.mvwsd.org,08/17/2015,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.394899,-122.09414,Claudia,Olaciregui,10/08/2020,Y
43695910138750,0138750,626280,14375,Active,Santa Clara,Mountain View Whisman,Jose Antonio Vargas Elementary,220 North Whisman Road,220 North Whisman Rd.,Mountain View,94043-3954,CA,220 North Whisman Road,220 North Whisman Rd.,Mountain View,94043-3954,CA,(650) 903-6952,No Data,No Data,www.mvwsd.org,08/19/2019,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.393904,-122.06109,Acantha,Ellard,08/25/2025,N
43695916047955,6047955,626280,3922,Active,Santa Clara,Mountain View Whisman,Benjamin Bubb Elementary,525 Hans Avenue,525 Hans Ave.,Mountain View,94040-3103,CA,525 Hans Avenue,525 Hans Ave.,Mountain View,94040-3103,CA,(650) 526-3480,No Data,(650) 428-1556,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.379144,-122.08176,Jane,Jung,07/23/2024,N
43695916047963,6047963,626280,3926,Active,Santa Clara,Mountain View Whisman,Edith Landels Elementary,115 West Dana Street,115 West Dana St.,Mountain View,94041-1406,CA,115 West Dana Street,115 West Dana St.,Mountain View,94041-1406,CA,(650) 526-3520,No Data,(650) 969-7036,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-7,N,N,N,No Data,37.388743,-122.07055,Pieter,Dolmans,02/09/2023,N
43695916047971,6047971,626280,7791,Active,Santa Clara,Mountain View Whisman,Amy Imai Elementary,253 Martens Avenue,253 Martens Ave.,Mountain View,94040-3220,CA,253 Martens Avenue,253 Martens Ave.,Mountain View,94040-3220,CA,(650) 526-3490,No Data,(650) 564-9046,No Data,09/01/1998,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.375266,-122.07434,Arline,Siam,02/09/2023,N
43695916047989,6047989,626280,3924,Active,Santa Clara,Mountain View Whisman,Isaac Newton Graham Middle,1175 Castro Street,1175 Castro St.,Mountain View,94040-2505,CA,1175 Castro Street,1175 Castro St.,Mountain View,94040-2505,CA,(650) 965-9292,No Data,(650) 965-9278,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,37.381793,-122.086,Sebastian,Benavidez,05/23/2025,Y
43695916048003,6048003,626280,3923,Active,Santa Clara,Mountain View Whisman,Mariano Castro Elementary,500 Toft Street,500 Toft St.,Mountain View,94041-1727,CA,500 Toft Street,500 Toft St.,Mountain View,94041-1727,CA,(650) 526-3590,No Data,(650) 964-9013,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.394025,-122.09204,Vernorris,Taylor,11/19/2025,N
43695916049464,6049464,626280,12540,Active,Santa Clara,Mountain View Whisman,Stevenson Elementary,750 San Pierre Way,750 San Pierre Way,Mountain View,94043-3133,CA,750 San Pierre Way,750 San Pierre Way,Mountain View,94043-3133,CA,(650) 903-6950,No Data,(650) 903-6951,No Data,08/25/2009,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.403342,-122.08432,Megan,Pohlman,08/25/2025,N
43695916049472,6049472,626280,6931,Active,Santa Clara,Mountain View Whisman,Crittenden Middle,1701 Rock Street,1701 Rock St.,Mountain View,94043-3133,CA,1701 Rock Street,1701 Rock St.,Mountain View,94043-3133,CA,(650) 903-6945,No Data,(650) 967-1707,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,37.412214,-122.08588,Julie,Thompson,07/23/2024,N
43695916049480,6049480,626280,6932,Active,Santa Clara,Mountain View Whisman,Monta Loma Elementary,460 Thompson Avenue,460 Thompson Ave.,Mountain View,94043-3133,CA,460 Thompson Avenue,460 Thompson Ave.,Mountain View,94043-3133,CA,(650) 903-6915,No Data,(650) 903-6921,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.408196,-122.09807,Meghan,Jinguji,07/23/2024,N
43695916049514,6049514,626280,6933,Active,Santa Clara,Mountain View Whisman,Theuerkauf Elementary,1625 San Luis Avenue,1625 San Luis Ave.,Mountain View,94043-3133,CA,1625 San Luis Avenue,1625 San Luis Ave.,Mountain View,94043-3133,CA,(650) 903-6925,No Data,(650) 903-6931,No Data,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.405889,-122.08497,Danielle,Lyons,08/09/2023,N
43696094334728,4334728,626310,3930,Active,Santa Clara,Mountain View-Los Altos Union High,Mountain View High,3535 Truman Avenue,3535 Truman Ave.,Mountain View,94040-4559,CA,3535 Truman Avenue,3535 Truman Ave.,Mountain View,94040-4559,CA,(650) 940-4602,No Data,(650) 961-6349,No Data,07/01/1980,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,37.358192,-122.06863,Kip,Glazer,08/19/2024,N
43696176048037,6048037,626400,3987,Active,Santa Clara,Mount Pleasant Elementary,August Boeger Middle,1944 Flint Avenue,1944 Flint Ave.,San Jose,95148-1213,CA,1944 Flint Avenue,1944 Flint Ave.,San Jose,95148-1213,CA,(408) 223-3770,No Data,(408) 223-6959,https://augustboeger.mpesd.org/,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,37.347153,-121.80143,Raquel,Topete,05/20/2025,N
43696176048060,6048060,626400,3989,Active,Santa Clara,Mount Pleasant Elementary,Mt. Pleasant Elementary,14275 Candler Drive,14275 Candler Dr.,San Jose,95127-4157,CA,14275 Candler Drive,14275 Candler Dr.,San Jose,95127-4157,CA,(408) 258-6451,No Data,(408) 272-9705,https://mtpleasant.mpesd.org/,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,N,N,No Data,37.354085,-121.81104,Gilbert,Rodriguez,05/20/2025,N
43696176048078,6048078,626400,3990,Active,Santa Clara,Mount Pleasant Elementary,Robert Sanders Elementary,3411 Rocky Mountain Drive,3411 Rocky Mountain Dr.,San Jose,95127-4853,CA,3411 Rocky Mountain Drive,3411 Rocky Mountain Dr.,San Jose,95127-4853,CA,(408) 258-7288,No Data,(408) 272-9646,https://robertsanders.mpesd.org/,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,N,N,No Data,37.351574,-121.80177,Tammy,Rankin Conover,07/07/2025,N
43696176067227,6067227,626400,3991,Active,Santa Clara,Mount Pleasant Elementary,Valle Vista Elementary,1966 Flint Avenue,1966 Flint Ave.,San Jose,95148-1719,CA,1966 Flint Avenue,1966 Flint Ave.,San Jose,95148-1719,CA,(408) 223-3750,No Data,(408) 223-7346,https://ijavve.mpesd.org/,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.346613,-121.79994,Anthony,Alvarado,05/20/2025,N
43696256048086,6048086,627810,9413,Active,Santa Clara,Oak Grove Elementary,Anderson (Alex) Elementary,5800 Calpine Drive,5800 Calpine Dr.,San Jose,95123-3705,CA,5800 Calpine Drive,5800 Calpine Dr.,San Jose,95123-3705,CA,(408) 225-6556,No Data,(408) 224-6964,https://anderson.ogsd.net,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,C,N,N,No Data,37.24674,-121.81194,Kellee,Humphrey,08/06/2024,N
43696256048094,6048094,627810,4209,Active,Santa Clara,Oak Grove Elementary,Davis (Caroline) Intermediate,5035 Edenview Drive,5035 Edenview Dr.,San Jose,95111-4031,CA,5035 Edenview Drive,5035 Edenview Dr.,San Jose,95111-4031,CA,(408) 227-0616,No Data,(408) 224-8957,http://davis.ogsd.net,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,C,N,N,No Data,37.266422,-121.81192,Ginelyn,Doldolea-Kudsi,09/15/2021,Y
43696256048102,6048102,627810,4208,Active,Santa Clara,Oak Grove Elementary,Christopher Elementary,565 Coyote Road,565 Coyote Rd.,San Jose,95111-2599,CA,565 Coyote Road,565 Coyote Rd.,San Jose,95111-2599,CA,(408) 227-8550,No Data,(408) 224-8265,https://christopher.ogsd.net,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,C,N,N,No Data,37.279388,-121.81761,Marie,Mabanag,09/15/2021,Y
43696256048110,6048110,627810,4213,Active,Santa Clara,Oak Grove Elementary,Frost (Earl) Elementary,530 Gettysburg Drive,530 Gettysburg Dr.,San Jose,95123-3234,CA,530 Gettysburg Drive,530 Gettysburg Dr.,San Jose,95123-3234,CA,(408) 225-1881,No Data,(408) 224-8932,https://frost.ogsd.net,07/01/1980,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,C,N,N,No Data,37.247514,-121.83706,Tauvia,Harrigan,02/09/2023,N
